hampton,1,2022-11-09,@,James Madison,L,58.0,106.0,21.0,65.0,0.323,8.0,28.0,0.286,8.0,20.0,0.4,10.0,27.0,11.0,2.0,0.0,12.0,20.0,40.0,66.0,0.606,11.0,20.0,0.55,15.0,22.0,0.682,12.0,50.0,21.0,6.0,5.0,12.0,17.0
hampton,2,2022-11-12,H,Regent,W,89.0,60.0,27.0,70.0,0.386,9.0,29.0,0.31,26.0,38.0,0.684,16.0,49.0,19.0,6.0,0.0,11.0,19.0,19.0,60.0,0.317,8.0,30.0,0.267,14.0,23.0,0.609,10.0,33.0,12.0,4.0,2.0,18.0,32.0
hampton,3,2022-11-16,@,East Carolina,L,73.0,82.0,26.0,61.0,0.426,9.0,18.0,0.5,12.0,16.0,0.75,7.0,32.0,16.0,5.0,5.0,16.0,20.0,26.0,65.0,0.4,10.0,33.0,0.303,20.0,26.0,0.769,12.0,40.0,15.0,10.0,3.0,12.0,16.0
hampton,4,2022-11-21,@,UCSB,L,66.0,79.0,24.0,57.0,0.421,8.0,17.0,0.471,10.0,18.0,0.556,3.0,21.0,17.0,2.0,4.0,10.0,20.0,28.0,56.0,0.5,5.0,15.0,0.333,18.0,28.0,0.643,15.0,45.0,20.0,7.0,3.0,12.0,16.0
hampton,5,2022-11-22,N,North Alabama,L,74.0,75.0,21.0,58.0,0.362,7.0,27.0,0.259,25.0,36.0,0.694,10.0,44.0,8.0,1.0,1.0,10.0,21.0,27.0,64.0,0.422,7.0,21.0,0.333,14.0,25.0,0.56,5.0,35.0,14.0,2.0,2.0,6.0,27.0
hampton,6,2022-11-26,@,Wake Forest,L,70.0,97.0,20.0,52.0,0.385,13.0,30.0,0.433,17.0,23.0,0.739,7.0,27.0,12.0,8.0,3.0,17.0,11.0,38.0,70.0,0.543,15.0,30.0,0.5,6.0,7.0,0.857,9.0,33.0,19.0,10.0,4.0,10.0,16.0
hampton,7,2022-11-30,@,Georgia,L,54.0,73.0,21.0,67.0,0.313,2.0,16.0,0.125,10.0,13.0,0.769,14.0,33.0,6.0,6.0,5.0,7.0,18.0,24.0,54.0,0.444,10.0,20.0,0.5,15.0,21.0,0.714,11.0,41.0,18.0,5.0,4.0,14.0,15.0
hampton,8,2022-12-03,H,Howard,W,74.0,65.0,22.0,56.0,0.393,9.0,27.0,0.333,21.0,32.0,0.656,10.0,33.0,10.0,9.0,1.0,13.0,21.0,22.0,53.0,0.415,6.0,15.0,0.4,15.0,25.0,0.6,11.0,34.0,9.0,7.0,2.0,17.0,26.0
hampton,9,2022-12-07,H,Loyola (MD),W,66.0,61.0,23.0,54.0,0.426,3.0,15.0,0.2,17.0,22.0,0.773,11.0,35.0,7.0,4.0,3.0,14.0,13.0,22.0,55.0,0.4,12.0,29.0,0.414,5.0,7.0,0.714,7.0,24.0,15.0,6.0,6.0,16.0,22.0
hampton,10,2022-12-11,H,Bowling Green State,L,72.0,86.0,20.0,55.0,0.364,9.0,20.0,0.45,23.0,35.0,0.657,4.0,34.0,9.0,2.0,9.0,10.0,21.0,29.0,68.0,0.426,12.0,33.0,0.364,16.0,25.0,0.64,9.0,41.0,20.0,8.0,5.0,6.0,25.0
