central-arkansas,1,2022-11-07,@,Wichita State,L,55.0,79.0,22.0,73.0,0.301,4.0,30.0,0.133,7.0,9.0,0.778,12.0,34.0,8.0,3.0,2.0,14.0,19.0,28.0,64.0,0.438,6.0,21.0,0.286,17.0,25.0,0.68,9.0,43.0,10.0,6.0,6.0,10.0,15.0
central-arkansas,2,2022-11-11,H,Hendrix,W,107.0,56.0,41.0,72.0,0.569,14.0,28.0,0.5,11.0,16.0,0.688,13.0,52.0,21.0,10.0,3.0,12.0,18.0,19.0,62.0,0.306,8.0,23.0,0.348,10.0,22.0,0.455,9.0,25.0,11.0,7.0,1.0,15.0,11.0
central-arkansas,3,2022-11-14,H,Little Rock,W,82.0,71.0,32.0,69.0,0.464,8.0,21.0,0.381,10.0,12.0,0.833,14.0,37.0,20.0,8.0,3.0,19.0,22.0,27.0,68.0,0.397,4.0,16.0,0.25,13.0,20.0,0.65,14.0,36.0,14.0,9.0,2.0,16.0,18.0
central-arkansas,4,2022-11-18,N,Niagara,L,64.0,73.0,23.0,64.0,0.359,7.0,22.0,0.318,11.0,16.0,0.688,9.0,28.0,8.0,1.0,4.0,12.0,17.0,29.0,53.0,0.547,2.0,12.0,0.167,13.0,18.0,0.722,5.0,33.0,11.0,8.0,4.0,9.0,16.0
central-arkansas,5,2022-11-19,N,Rider,W,90.0,85.0,28.0,53.0,0.528,11.0,25.0,0.44,23.0,32.0,0.719,6.0,22.0,12.0,8.0,2.0,15.0,22.0,29.0,60.0,0.483,5.0,18.0,0.278,22.0,25.0,0.88,9.0,28.0,12.0,6.0,1.0,19.0,26.0
central-arkansas,6,2022-11-26,H,Northwestern State,L (1 OT),66.0,74.0,26.0,75.0,0.347,6.0,26.0,0.231,8.0,13.0,0.615,16.0,45.0,13.0,7.0,5.0,15.0,18.0,26.0,74.0,0.351,7.0,23.0,0.304,15.0,25.0,0.6,14.0,47.0,8.0,10.0,5.0,8.0,14.0
central-arkansas,7,2022-11-27,H,Idaho State,W,81.0,77.0,34.0,71.0,0.479,10.0,27.0,0.37,3.0,5.0,0.6,10.0,36.0,14.0,5.0,6.0,11.0,14.0,30.0,63.0,0.476,8.0,24.0,0.333,9.0,14.0,0.643,5.0,29.0,10.0,9.0,2.0,10.0,11.0
central-arkansas,8,2022-11-30,@,Loyola (IL),L,70.0,85.0,24.0,56.0,0.429,13.0,29.0,0.448,9.0,13.0,0.692,7.0,24.0,12.0,5.0,4.0,12.0,16.0,30.0,55.0,0.545,12.0,23.0,0.522,13.0,17.0,0.765,7.0,32.0,21.0,7.0,2.0,10.0,15.0
central-arkansas,9,2022-12-06,H,Arkansas State,W,72.0,67.0,24.0,55.0,0.436,7.0,27.0,0.259,17.0,19.0,0.895,9.0,34.0,12.0,6.0,3.0,12.0,11.0,29.0,61.0,0.475,4.0,19.0,0.211,5.0,14.0,0.357,7.0,29.0,11.0,6.0,2.0,10.0,16.0
central-arkansas,10,2022-12-10,@,Oral Roberts,L,78.0,111.0,30.0,78.0,0.385,11.0,33.0,0.333,7.0,7.0,1.0,11.0,31.0,9.0,12.0,2.0,16.0,16.0,38.0,64.0,0.594,16.0,26.0,0.615,19.0,21.0,0.905,4.0,37.0,21.0,11.0,7.0,16.0,7.0
central-arkansas,11,2022-12-17,@,Oklahoma,L,66.0,87.0,25.0,56.0,0.446,11.0,34.0,0.324,5.0,6.0,0.833,3.0,23.0,9.0,5.0,1.0,13.0,9.0,35.0,55.0,0.636,9.0,18.0,0.5,8.0,11.0,0.727,2.0,29.0,21.0,7.0,0.0,10.0,5.0
central-arkansas,12,2022-12-20,@,Little Rock,L,66.0,75.0,23.0,61.0,0.377,7.0,23.0,0.304,13.0,17.0,0.765,8.0,32.0,9.0,2.0,5.0,11.0,22.0,24.0,63.0,0.381,8.0,25.0,0.32,19.0,24.0,0.792,15.0,46.0,12.0,4.0,2.0,11.0,17.0
central-arkansas,13,2022-12-28,@,TCU,L,57.0,103.0,20.0,69.0,0.29,8.0,30.0,0.267,9.0,16.0,0.563,14.0,36.0,14.0,5.0,4.0,18.0,21.0,38.0,73.0,0.521,7.0,27.0,0.259,20.0,25.0,0.8,12.0,47.0,28.0,10.0,6.0,7.0,14.0
central-arkansas,14,2022-12-31,@,Kennesaw State,L,66.0,82.0,23.0,65.0,0.354,6.0,30.0,0.2,14.0,17.0,0.824,9.0,37.0,5.0,7.0,1.0,20.0,19.0,29.0,63.0,0.46,9.0,27.0,0.333,15.0,24.0,0.625,8.0,33.0,16.0,15.0,4.0,13.0,13.0
central-arkansas,15,2023-01-02,H,Florida Gulf Coast,L (1 OT),79.0,84.0,29.0,69.0,0.42,9.0,28.0,0.321,12.0,21.0,0.571,8.0,38.0,16.0,7.0,7.0,16.0,21.0,29.0,68.0,0.426,12.0,33.0,0.364,14.0,23.0,0.609,9.0,42.0,22.0,12.0,2.0,16.0,18.0
central-arkansas,16,2023-01-05,H,Eastern Kentucky,L,75.0,77.0,31.0,67.0,0.463,10.0,25.0,0.4,3.0,8.0,0.375,10.0,29.0,17.0,7.0,6.0,15.0,7.0,33.0,68.0,0.485,7.0,14.0,0.5,4.0,9.0,0.444,15.0,39.0,6.0,10.0,5.0,17.0,10.0
central-arkansas,17,2023-01-07,@,Austin Peay,L,62.0,86.0,20.0,45.0,0.444,3.0,13.0,0.231,19.0,22.0,0.864,4.0,18.0,8.0,6.0,2.0,16.0,14.0,32.0,58.0,0.552,9.0,20.0,0.45,13.0,16.0,0.813,9.0,30.0,12.0,10.0,4.0,7.0,18.0
central-arkansas,18,2023-01-12,@,Queens (NC),W,92.0,91.0,28.0,62.0,0.452,15.0,31.0,0.484,21.0,24.0,0.875,5.0,31.0,14.0,8.0,3.0,10.0,20.0,31.0,67.0,0.463,12.0,36.0,0.333,17.0,21.0,0.81,10.0,39.0,16.0,6.0,3.0,13.0,20.0
central-arkansas,19,2023-01-14,@,Liberty,L,62.0,82.0,24.0,57.0,0.421,7.0,23.0,0.304,7.0,12.0,0.583,8.0,25.0,9.0,7.0,0.0,15.0,19.0,29.0,62.0,0.468,13.0,36.0,0.361,11.0,15.0,0.733,8.0,30.0,18.0,6.0,1.0,8.0,14.0
central-arkansas,20,2023-01-18,H,North Alabama,L,73.0,78.0,22.0,65.0,0.338,13.0,34.0,0.382,16.0,23.0,0.696,8.0,32.0,16.0,7.0,5.0,8.0,18.0,28.0,58.0,0.483,5.0,17.0,0.294,17.0,25.0,0.68,8.0,40.0,9.0,4.0,4.0,11.0,16.0
